clip_uid,official_split,analysis_role,event_family,action_type,difficulty,dive_score,open_set,reference_baseline,predicted_quality,phi_takeoff,occlusion_takeoff,duration_contribution_takeoff,phi_flight,occlusion_flight,duration_contribution_flight,phi_entry,occlusion_entry,duration_contribution_entry,top_phase,actual_max_intervention_phase,top_phase_intervention_match,targeted_intervention_effect,random_intervention_effect,reconstruction_error,scorer_alignment_error,phase_boundary_cosine,phase_boundary_top_match,reference_change_cosine,coalition_0,coalition_1,coalition_2,coalition_3,coalition_4,coalition_5,coalition_6,coalition_7,targeted_minus_random,targeted_effect,mean_nonselected_effect,strongest_nonselected_effect,loo_reconstruction_error
FINADivingWorldCup2021_Men10mSynchronised_final_r4::4,test,official_test,FINADivingWorldCup2021_Men10mSynchronised_final,307c,3.4,67.32,False,7.25342,7.3319187,3.2583873e-06,0.0015697479,0.017444186740451388,0.050361317,0.042888165,0.034888373480902776,0.028134266,0.01850462,0.026166280110677082,flight,flight,True,0.04288816452026367,0.0015697479248046875,0.0,7.450580596923828e-09,-0.03745858,1.0,0.92100316,7.25342,7.2547975,7.314195,7.313414,7.2941246,7.2890306,7.330349,7.3319187,0.041318416595458984,0.04288816452026367,0.01003718376159668,0.018504619598388672,0.015536308288574219
FINADivingWorldCup2021_Men10mSynchronised_final_r4::6,test,official_test,FINADivingWorldCup2021_Men10mSynchronised_final,307c,3.4,87.72,False,7.858527,7.7548895,-0.10873564,-0.11100435,-0.0345458984375,0.0069319406,0.0070519447,-0.0345458984375,-0.0018339952,0.00196743,-0.0345458984375,takeoff,takeoff,True,0.11100435256958008,0.007051944732666016,0.0,2.3096799850463867e-07,0.6364597,0.5,0.8767531,7.858527,7.7519155,7.8651943,7.752922,7.852747,7.7478375,7.865894,7.7548895,0.10395240783691406,0.11100435256958008,0.004509687423706055,0.007051944732666016,0.0016527175903320312
FINADivingWorldCup2021_Men10mSynchronised_final_r4::9,test,official_test,FINADivingWorldCup2021_Men10mSynchronised_final,109c,3.7,81.03,False,6.7851415,7.1489577,0.072393894,0.049868584,0.12127208709716797,0.053267717,0.052984238,0.12127208709716797,0.23815465,0.22900486,0.12127208709716797,entry,entry,True,0.2290048599243164,0.04986858367919922,0.0,5.960464477539063e-08,0.29234722,0.0,-0.27850085,6.7851415,6.8825483,6.8411803,6.919953,7.0349336,7.0959735,7.099089,7.1489577,0.1791362762451172,0.2290048599243164,0.05142641067504883,0.05298423767089844,0.031958580017089844
FINADivingWorldCup2021_Men10mSynchronised_final_r4::11,test,official_test,FINADivingWorldCup2021_Men10mSynchronised_final,207b,3.6,86.4,False,8.568487,8.054933,-0.21347396,-0.21628761,-0.11412323845757377,0.03625663,0.04760647,-0.22824647691514754,-0.33633724,-0.32828045,-0.17118485768636066,entry,entry,True,0.3282804489135742,0.047606468200683594,0.0,1.1175870895385742e-07,0.7746772,0.5,0.7077868,8.568487,8.362657,8.598224,8.383213,8.228923,8.007326,8.27122,8.054933,0.2806739807128906,0.3282804489135742,0.13194704055786133,0.21628761291503906,0.016592979431152344
FINADivingWorldCup2021_Men10mSynchronised_final_r5::6,test,official_test,FINADivingWorldCup2021_Men10mSynchronised_final,207b,3.6,74.52,False,7.1575255,7.011998,0.13808234,0.15797472,-0.032339413960774735,0.015776953,0.033523083,-0.032339413960774735,-0.29938665,-0.2705059,-0.08084853490193686,entry,entry,True,0.2705059051513672,0.1579747200012207,0.0,1.043081283569336e-07,0.84791434,1.0,-0.54519063,7.1575255,7.276349,7.15619,7.282504,6.8298917,6.978475,6.8540235,7.011998,0.11253118515014648,0.2705059051513672,0.0957489013671875,0.1579747200012207,0.06651926040649414
FINADivingWorldCup2021_Men10mSynchronised_final_r5::8,test,official_test,FINADivingWorldCup2021_Men10mSynchronised_final,207b,3.6,59.4,False,5.410178,5.249733,0.07370647,0.114059925,-0.0356544918484158,-0.020047585,0.020062447,-0.0713089836968316,-0.2141041,-0.17295074,-0.053481737772623696,entry,entry,True,0.17295074462890625,0.02006244659423828,0.0,1.7881393432617188e-07,0.97628206,1.0,0.9506668,5.410178,5.4647603,5.3712497,5.4226837,5.17615,5.2296705,5.135673,5.249733,0.15288829803466797,0.17295074462890625,0.06706118583679199,0.1140599250793457,0.12161684036254883
FINADivingWorldCup2021_Men10m_final_r1::1,test,official_test,FINADivingWorldCup2021_Men10m_final,6245d,3.6,39.6,False,6.567054,3.613089,-0.19051583,-0.046513557,-0.6564366022745768,-0.18985291,-0.08231902,-1.3128732045491536,-2.573596,-2.449706,-0.9846549034118652,entry,entry,True,2.4497060775756836,2.4497060775756836,0.0,0.0,0.99710065,1.0,0.99890214,6.567054,6.2385283,6.2756596,6.062795,3.8755605,3.695408,3.6596026,3.613089,0.0,2.4497060775756836,0.06441628932952881,0.08231902122497559,0.3754260540008545
FINADivingWorldCup2021_Men10m_final_r1::3,test,official_test,FINADivingWorldCup2021_Men10m_final,407c,3.2,83.2,False,7.8557734,7.7050014,-0.111769356,-0.10830307,-0.050257364908854164,-0.4014608,-0.3355012,-0.06700981987847222,0.36245808,0.43886042,-0.03350490993923611,flight,entry,False,0.33550119400024414,0.10830307006835938,0.0,1.862645149230957e-07,0.21274717,0.0,0.1614868,7.8557734,7.743424,7.391239,7.266141,8.144715,8.040503,7.8133044,7.7050014,0.22719812393188477,0.33550119400024414,0.27358174324035645,0.4388604164123535,0.1458282470703125
FINADivingWorldCup2021_Men10m_final_r1::5,test,official_test,FINADivingWorldCup2021_Men10m_final,6245d,3.6,86.4,False,8.2800665,7.7491407,-0.1793766,-0.18784189,-0.17697525024414062,-0.11470032,-0.12466955,-0.17697525024414062,-0.23684883,-0.23363352,-0.17697525024414062,entry,entry,True,0.23363351821899414,0.18784189224243164,0.0,1.1175870895385742e-07,0.8097155,0.5,0.7296271,8.2800665,8.109818,8.175999,7.9827743,8.040666,7.8738103,7.9369826,7.7491407,0.0457916259765625,0.23363351821899414,0.15625572204589844,0.18784189224243164,0.01521921157836914
FINADivingWorldCup2021_Men10m_final_r1::11,test,official_test,FINADivingWorldCup2021_Men10m_final,407c,3.2,67.2,False,8.404488,8.075385,-0.048048336,-0.045132637,-0.07313389248318142,-0.0684708,-0.06439686,-0.14626778496636283,-0.21258338,-0.21665001,-0.10970083872477213,entry,entry,True,0.21665000915527344,0.04513263702392578,0.0,1.6391277313232422e-07,0.58365726,0.0,0.89407575,8.404488,8.352901,8.331321,8.292035,8.195349,8.139782,8.120518,8.075385,0.17151737213134766,0.21665000915527344,0.054764747619628906,0.06439685821533203,0.0029230117797851562
FINADivingWorldCup2021_Men10m_final_r2::2,test,official_test,FINADivingWorldCup2021_Men10m_final,109c,3.7,94.35,False,8.304407,8.591035,-0.0598553,-0.02700138,0.06369505988226996,0.00964133,0.03718853,0.12739011976453993,0.33684173,0.34431744,0.09554258982340494,entry,entry,True,0.3443174362182617,0.3443174362182617,0.0,1.1175870895385742e-07,0.98046833,1.0,0.97916245,8.304407,8.211859,8.286662,8.246717,8.633934,8.553846,8.618036,8.591035,0.0,0.3443174362182617,0.03209495544433594,0.03718852996826172,0.06787681579589844
FINADivingWorldCup2021_Men10m_final_r2::5,test,official_test,FINADivingWorldCup2021_Men10m_final,407c,3.2,64.0,False,7.3165274,7.0687385,-0.111007296,-0.11184168,-0.0825963020324707,0.06278793,0.049621582,-0.0825963020324707,-0.19956954,-0.20790195,-0.0825963020324707,entry,entry,True,0.2079019546508789,0.11184167861938477,0.0,0.0,0.83150035,1.0,0.9461858,7.3165274,7.203315,7.389442,7.2766404,7.1222506,7.019117,7.18058,7.0687385,0.09606027603149414,0.2079019546508789,0.08073163032531738,0.11184167861938477,0.022333145141601562
FINADivingWorldCup2021_Men10m_final_r3::0,test,official_test,FINADivingWorldCup2021_Men10m_final,626b,3.5,63.0,False,8.344591,7.965502,-0.2894155,-0.30324745,-0.12636311848958331,-0.1402661,-0.13804054,-0.12636311848958331,0.050592262,0.07508373,-0.12636311848958331,takeoff,takeoff,True,0.30324745178222656,0.13804054260253906,0.0,6.705522537231445e-08,0.90484804,0.5,0.99788535,8.344591,8.066733,8.199825,7.890418,8.368418,8.103542,8.268749,7.965502,0.1652069091796875,0.30324745178222656,0.10656213760375977,0.13804054260253906,0.012885093688964844
FINADivingWorldCup2021_Men10m_final_r3::7,test,official_test,FINADivingWorldCup2021_Men10m_final,207c,3.3,84.15,False,7.8889937,7.4997487,-0.13764875,-0.14574242,-0.08649889628092447,-0.002186219,-0.0063066483,-0.17299779256184894,-0.24941008,-0.25145245,-0.12974834442138672,entry,entry,True,0.2514524459838867,0.006306648254394531,0.0,2.1606683731079102e-07,0.80615944,0.5,-0.22570404,7.8889937,7.762273,7.893762,7.751201,7.64446,7.5060554,7.645491,7.4997487,0.2451457977294922,0.2514524459838867,0.07602453231811523,0.14574241638183594,0.014256477355957031
FINADivingWorldCup2021_Men10m_final_r4::0,test,official_test,FINADivingWorldCup2021_Men10m_final,307c,3.4,69.7,False,7.4717765,7.6572924,-0.0812246,-0.082122326,0.04122575124104817,-0.033471506,-0.031679153,0.08245150248209634,0.300212,0.3049879,0.061838626861572266,entry,entry,True,0.30498790740966797,0.03167915344238281,0.0,8.195638656616211e-08,0.8777705,1.0,0.82231694,7.4717765,7.3910875,7.4361506,7.3523045,7.7668505,7.6889715,7.7394147,7.6572924,0.27330875396728516,0.30498790740966797,0.056900739669799805,0.0821223258972168,0.0056705474853515625
FINADivingWorldCup2021_Men10m_final_r4::4,test,official_test,FINADivingWorldCup2021_Men10m_final,307c,3.4,81.6,False,8.127551,8.096611,-0.107808985,-0.0707674,-0.006875567966037326,0.12253054,0.16251707,-0.013751135932074651,-0.04566161,-0.0408144,-0.010313351949055988,flight,flight,True,0.16251707077026367,0.16251707077026367,0.0,3.3527612686157227e-07,0.78655535,0.5,0.8564878,8.127551,7.9843516,8.211746,8.137425,8.078693,7.934094,8.167378,8.096611,0.0,0.16251707077026367,0.05579090118408203,0.07076740264892578,0.08187532424926758
FINADivingWorldCup2021_Men10m_final_r4::5,test,official_test,FINADivingWorldCup2021_Men10m_final,207b,3.6,75.6,False,7.4292245,6.969831,0.009645383,-0.043897152,-0.10208744472927517,-0.100574575,-0.08453798,-0.20417488945855033,-0.36846432,-0.29526043,-0.15313116709391275,entry,entry,True,0.2952604293823242,0.08453798294067383,0.0,1.4901161193847656e-07,0.539717,0.5,0.9613455,7.4292245,7.499009,7.31921,7.2650914,6.994153,7.054369,7.013728,6.969831,0.2107224464416504,0.2952604293823242,0.06421756744384766,0.08453798294067383,0.03569793701171875
FINADivingWorldCup2021_Men10m_final_r5::5,test,official_test,FINADivingWorldCup2021_Men10m_final,307c,3.4,86.7,False,8.704962,8.674212,-0.035720825,-0.03435421,-0.006833182440863715,-0.09071636,-0.073433876,-0.01366636488172743,0.095687866,0.113396645,-0.010249773661295572,entry,entry,True,0.11339664459228516,0.11339664459228516,0.0,3.203749656677246e-07,0.92476207,0.5,0.61977834,8.704962,8.667692,8.596781,8.560816,8.782759,8.747646,8.708567,8.674212,0.0,0.11339664459228516,0.05389404296875,0.07343387603759766,0.036357879638671875
FINADivingWorldCup2021_Men10m_final_r5::11,test,official_test,FINADivingWorldCup2021_Men10m_final,5255b,3.6,86.4,False,8.408605,8.323625,-0.23521002,-0.23266888,-0.018884446885850694,-0.15961654,-0.16034412,-0.03776889377170139,0.30984655,0.3456359,-0.02832667032877604,entry,entry,True,0.34563589096069336,0.16034412384033203,0.0,6.705522537231445e-08,0.92980164,0.5,0.9965369,8.408605,8.173747,8.252609,7.9779887,8.685555,8.483969,8.5562935,8.323625,0.18529176712036133,0.34563589096069336,0.19650650024414062,0.23266887664794922,0.037602901458740234
FINADivingWorldCup2021_Men10m_final_r6::10,test,official_test,FINADivingWorldCup2021_Men10m_final,207b,3.6,104.4,False,8.006557,7.52088,-0.19864838,-0.21402884,-0.10792827606201172,-0.064291395,-0.08348608,-0.21585655212402344,-0.22273748,-0.2318883,-0.16189241409301758,entry,entry,True,0.2318882942199707,0.08348608016967773,0.0,1.1175870895385742e-07,0.32201442,0.0,0.92356384,8.006557,7.8203783,7.9585495,7.7527685,7.7900596,7.6043663,7.734909,7.52088,0.14840221405029297,0.2318882942199707,0.1487574577331543,0.21402883529663086,0.04372596740722656
FINADivingWorldCup2021_Men10m_semifinal_r1::5,test,official_test,FINADivingWorldCup2021_Men10m_semifinal,407c,3.2,76.8,False,6.3072295,5.8793297,-0.004637321,0.0068035126,-0.14263327916463214,-0.09401687,-0.12755346,-0.14263327916463214,-0.32924566,-0.34851122,-0.14263327916463214,entry,entry,True,0.3485112190246582,0.12755346298217773,0.0,8.940696716308594e-08,0.6853418,0.5,0.9627548,6.3072295,6.287772,6.24337,6.227841,5.9938703,6.006883,5.872526,5.8793297,0.22095775604248047,0.3485112190246582,0.06717848777770996,0.12755346298217773,0.041361331939697266
FINADivingWorldCup2021_Men10m_semifinal_r1::6,test,official_test,FINADivingWorldCup2021_Men10m_semifinal,407c,3.2,76.8,False,7.3006988,6.637288,-0.13755226,-0.13077497,-0.22113688786824542,-0.2097776,-0.26504946,-0.29484918382432723,-0.3160808,-0.38792992,-0.14742459191216362,entry,entry,True,0.38792991638183594,0.38792991638183594,0.0,5.960464477539063e-08,0.62224686,0.5,0.6336805,7.3006988,7.148122,7.1379457,7.025218,7.0482197,6.9023376,6.768063,6.637288,0.0,0.38792991638183594,0.19791221618652344,0.26504945755004883,0.12034368515014648
FINADivingWorldCup2021_Men10m_semifinal_r1::7,test,official_test,FINADivingWorldCup2021_Men10m_semifinal,107b,3.0,66.0,False,7.6433835,7.5389385,-0.062342007,-0.053775787,-0.02320999569363064,0.061923187,0.054574966,-0.04641999138726128,-0.10402616,-0.124688625,-0.03481499354044596,entry,entry,True,0.12468862533569336,0.053775787353515625,0.0,1.564621925354004e-07,0.18569052,0.5,0.8241077,7.6433835,7.572155,7.7123346,7.663627,7.5596995,7.4843636,7.5927143,7.5389385,0.07091283798217773,0.12468862533569336,0.054175376892089844,0.05457496643066406,0.01944446563720703
FINADivingWorldCup2021_Men10m_semifinal_r1::11,test,official_test,FINADivingWorldCup2021_Men10m_semifinal,626c,3.3,77.55,False,7.251916,7.718323,-0.19633643,-0.1696167,0.10364606645372178,0.09411963,0.11420393,0.10364606645372178,0.5686241,0.5739889,0.25911516613430446,entry,entry,True,0.5739889144897461,0.5739889144897461,0.0,1.043081283569336e-07,0.9616511,1.0,0.9771511,7.251916,7.0338054,7.330897,7.1443343,7.820121,7.6041193,7.88794,7.718323,0.0,0.5739889144897461,0.14191031455993652,0.16961669921875,0.052168846130371094
FINADivingWorldCup2021_Men10m_semifinal_r1::13,test,official_test,FINADivingWorldCup2021_Men10m_semifinal,5253b,3.2,65.6,False,6.876219,7.0026116,-0.15351136,-0.13647318,0.02808729807535807,0.22067373,0.36109447,0.05617459615071614,0.059230488,0.18155241,0.04213094711303711,flight,flight,True,0.36109447479248047,0.1364731788635254,0.0,2.2351741790771484e-07,0.07815851,0.0,0.40318578,6.876219,6.7070985,6.957901,6.821059,6.8145566,6.641517,7.139085,7.0026116,0.22462129592895508,0.36109447479248047,0.1590127944946289,0.18155241012573242,0.27978086471557617
FINADivingWorldCup2021_Men10m_semifinal_r1::14,test,official_test,FINADivingWorldCup2021_Men10m_semifinal,407c,3.2,81.6,False,8.515042,8.6810665,-0.03259611,-0.012363434,0.05534140268961588,0.05771303,0.07165432,0.05534140268961588,0.14090729,0.13635063,0.05534140268961588,entry,entry,True,0.1363506317138672,0.0716543197631836,0.0,3.0547380447387695e-07,0.92580515,1.0,0.99981815,8.515042,8.462746,8.559346,8.544716,8.661038,8.609412,8.69343,8.6810665,0.0646963119506836,0.1363506317138672,0.04200887680053711,0.0716543197631836,0.0296173095703125
FINADivingWorldCup2021_Men10m_semifinal_r1::17,test,official_test,FINADivingWorldCup2021_Men10m_semifinal,307c,3.4,69.7,False,7.4275208,6.9841995,-0.08808637,-0.07309055,-0.09851582845052083,0.055140495,0.093987465,-0.19703165690104166,-0.41037536,-0.39758205,-0.14777374267578125,entry,entry,True,0.3975820541381836,0.3975820541381836,0.0,2.2351741790771484e-07,0.9797308,1.0,0.9977947,7.4275208,7.3214483,7.440824,7.3817816,7.001362,6.890212,7.05729,6.9841995,0.0,0.3975820541381836,0.08353900909423828,0.09398746490478516,0.0666360855102539
FINADivingWorldCup2021_Men10m_semifinal_r2::1,test,official_test,FINADivingWorldCup2021_Men10m_semifinal,207c,3.3,62.7,False,6.208025,6.1039243,-0.042021275,-0.05009842,-0.023133489820692275,-0.18053675,-0.1510582,-0.04626697964138455,0.11845732,0.14129066,-0.03470023473103841,flight,flight,True,0.15105819702148438,0.15105819702148438,0.0,5.960464477539063e-08,-0.14146645,1.0,-0.4464043,6.208025,6.1711674,5.995096,5.9626336,6.3007355,6.2549825,6.1540227,6.1039243,0.0,0.15105819702148438,0.09569454193115234,0.14129066467285156,0.0442347526550293
FINADivingWorldCup2021_Men10m_semifinal_r2::4,test,official_test,FINADivingWorldCup2021_Men10m_semifinal,5253b,3.2,68.8,False,5.658373,5.946793,-0.007647594,0.00022220612,0.03204668892754449,-0.012063821,-0.026511192,0.09614006678263345,0.3081316,0.29372644,0.16023344463772243,entry,entry,True,0.29372644424438477,0.026511192321777344,0.0,0.0,0.9972337,1.0,0.96852344,5.658373,5.6450253,5.662926,5.6530666,5.9830794,5.9733043,5.946571,5.946793,0.2672152519226074,0.29372644424438477,0.01336669921875,0.026511192321777344,0.020982742309570312
FINADivingWorldCup2021_Men10m_semifinal_r2::7,test,official_test,FINADivingWorldCup2021_Men10m_semifinal,407c,3.2,67.2,False,7.182401,7.2135057,0.0579346,0.077343464,0.006912125481499566,-0.029362598,-0.018453598,0.013824250962999132,0.0025325615,0.005115509,0.010368188222249348,takeoff,takeoff,True,0.07734346389770508,0.07734346389770508,0.0,6.705522537231445e-08,0.17020069,0.0,0.1932984,7.182401,7.2206545,7.141857,7.20839,7.1820784,7.2319593,7.1361623,7.2135057,0.0,0.07734346389770508,0.011784553527832031,0.018453598022460938,0.03290081024169922
FINADivingWorldCup2021_Men10m_semifinal_r2::14,test,official_test,FINADivingWorldCup2021_Men10m_semifinal,207c,3.3,74.25,False,7.8107147,7.598479,-0.11285043,-0.09559107,-0.07074530919392903,0.05728197,0.070939064,-0.07074530919392903,-0.15666747,-0.17270613,-0.07074530919392903,entry,entry,True,0.17270612716674805,0.17270612716674805,0.0,1.862645149230957e-07,0.9442265,1.0,0.8421361,7.8107147,7.678679,7.8524137,7.771185,7.66816,7.5275397,7.69407,7.598479,0.0,0.17270612716674805,0.08326506614685059,0.09559106826782227,0.014877796173095703
FINADivingWorldCup2021_Men10m_semifinal_r2::16,test,official_test,FINADivingWorldCup2021_Men10m_semifinal,207b,3.6,72.0,False,6.403591,6.26059,-0.20858264,-0.22066498,-0.03177801767985026,0.02256465,0.05348587,-0.06355603535970052,0.04301691,0.0823679,-0.04766702651977539,takeoff,takeoff,True,0.22066497802734375,0.0823678970336914,0.0,8.940696716308594e-08,0.57696086,0.5,0.067004845,6.403591,6.206815,6.3949585,6.178222,6.406981,6.207104,6.481255,6.26059,0.13829708099365234,0.22066497802734375,0.06792688369750977,0.0823678970336914,0.05818986892700195
FINADivingWorldCup2021_Men10m_semifinal_r3::0,test,official_test,FINADivingWorldCup2021_Men10m_semifinal,207b,3.6,43.2,False,5.904474,5.602596,-0.16554308,-0.16716719,-0.10062599182128906,-0.051158667,-0.007560253,-0.10062599182128906,-0.08517623,-0.059820175,-0.10062599182128906,takeoff,takeoff,True,0.16716718673706055,0.007560253143310547,0.0,1.7881393432617188e-07,0.8893558,0.5,0.66933274,5.904474,5.73581,5.8049717,5.662416,5.7891965,5.610156,5.769763,5.602596,0.15960693359375,0.16716718673706055,0.03369021415710449,0.05982017517089844,0.06733036041259766
FINADivingWorldCup2021_Men10m_semifinal_r3::3,test,official_test,FINADivingWorldCup2021_Men10m_semifinal,107b,3.0,67.5,False,6.651982,6.834545,-0.085427366,-0.08639002,0.020284811655680336,0.0038019817,-0.001265049,0.060854434967041016,0.26418868,0.2519827,0.1014240582784017,entry,entry,True,0.2519826889038086,0.2519826889038086,0.0,1.7881393432617188e-07,0.96706194,1.0,0.9744003,6.651982,6.5703955,6.663729,6.5825624,6.931255,6.83581,6.920935,6.834545,0.0,0.2519826889038086,0.04382753372192383,0.08639001846313477,0.01823568344116211
FINADivingWorldCup2021_Men10m_semifinal_r3::4,test,official_test,FINADivingWorldCup2021_Men10m_semifinal,626b,3.5,73.5,False,6.428606,6.007616,-0.09456396,-0.08361769,-0.04677666558159722,-0.26563334,-0.26638603,-0.14032999674479166,-0.060792685,-0.07860088,-0.23388332790798613,flight,flight,True,0.2663860321044922,0.07860088348388672,0.0,8.940696716308594e-08,0.6242302,0.5,0.4539848,6.428606,6.310045,6.1506743,6.086217,6.3725705,6.274002,6.0912337,6.007616,0.18778514862060547,0.2663860321044922,0.08110928535461426,0.0836176872253418,0.007614612579345703
FINADivingWorldCup2021_Men10m_semifinal_r3::7,test,official_test,FINADivingWorldCup2021_Men10m_semifinal,307c,3.4,39.1,False,3.912819,4.2761397,0.013768752,0.0062646866,0.08073796166314019,-0.021101514,0.010873318,0.08073796166314019,0.3706536,0.38572764,0.20184490415785047,entry,entry,True,0.3857276439666748,0.006264686584472656,0.0,1.7881393432617188e-07,0.9967653,1.0,0.99427414,3.912819,3.9374328,3.8630836,3.890412,4.2717395,4.2652664,4.269875,4.2761397,0.37946295738220215,0.3857276439666748,0.008569002151489258,0.01087331771850586,0.03954482078552246
FINADivingWorldCup2021_Men10m_semifinal_r3::9,test,official_test,FINADivingWorldCup2021_Men10m_semifinal,6243d,3.2,62.4,False,6.2826695,6.485261,-0.042951822,-0.037237644,0.04502031538221571,0.05106616,0.05766821,0.04502031538221571,0.19447708,0.21077824,0.11255078845553929,entry,entry,True,0.21077823638916016,0.057668209075927734,0.0,4.470348358154297e-08,0.88430387,0.5,0.2624344,6.2826695,6.2371325,6.3302627,6.2744827,6.4639745,6.4275928,6.5224986,6.485261,0.15311002731323242,0.21077823638916016,0.04745292663574219,0.057668209075927734,0.028617382049560547
FINADivingWorldCup2021_Men10m_semifinal_r4::1,test,official_test,FINADivingWorldCup2021_Men10m_semifinal,307c,3.4,49.3,False,6.0816617,5.9852877,-0.023827711,-0.01909113,-0.021416452195909288,0.09546169,0.09813166,-0.042832904391818576,-0.16800801,-0.16931057,-0.03212467829386393,entry,entry,True,0.1693105697631836,0.1693105697631836,0.0,1.1920928955078125e-07,0.35002398,0.5,0.89782107,6.0816617,6.052767,6.174123,6.154598,5.9146256,5.887156,6.004379,5.9852877,0.0,0.1693105697631836,0.058611392974853516,0.09813165664672852,0.006103992462158203
FINADivingWorldCup2021_Men10m_semifinal_r4::10,test,official_test,FINADivingWorldCup2021_Men10m_semifinal,307c,3.4,37.4,False,4.3471713,4.4204116,-0.0061330795,0.011478901,0.01627561781141493,-0.06661177,-0.074590206,0.03255123562282986,0.14598513,0.12703943,0.024413426717122395,entry,entry,True,0.12703943252563477,0.12703943252563477,0.0,1.7881393432617188e-07,0.8961124,1.0,-0.55974185,4.3471713,4.3220844,4.287196,4.293372,4.5107603,4.495002,4.4089327,4.4204116,0.0,0.12703943252563477,0.04303455352783203,0.07459020614624023,0.009312152862548828
FINADivingWorldCup2021_Men10m_semifinal_r4::14,test,official_test,FINADivingWorldCup2021_Men10m_semifinal,109c,3.7,68.45,False,6.4247327,6.659841,0.03806305,0.021943092,0.052246305677625865,-0.038577557,-0.08137131,0.052246305677625865,0.23562288,0.20466518,0.13061576419406468,entry,entry,True,0.2046651840209961,0.08137130737304688,0.0,7.450580596923828e-09,0.98463184,1.0,-0.98402697,6.4247327,6.4752636,6.425297,6.455176,6.687661,6.7412124,6.637898,6.659841,0.12329387664794922,0.2046651840209961,0.05165719985961914,0.08137130737304688,0.08987140655517578
FINADivingWorldCup2021_Men10m_semifinal_r4::15,test,official_test,FINADivingWorldCup2021_Men10m_semifinal,207b,3.6,93.6,False,8.936596,8.82485,-0.13896434,-0.10828686,-0.03724861145019531,0.026545843,0.05766964,-0.03724861145019531,0.00067265827,0.015957832,-0.03724861145019531,takeoff,takeoff,True,0.10828685760498047,0.10828685760498047,0.0,4.6938657760620117e-07,0.96716845,1.0,0.7733426,8.936596,8.774237,8.939301,8.808892,8.929266,8.76718,8.933137,8.82485,0.0,0.10828685760498047,0.03681373596191406,0.057669639587402344,0.0770864486694336
FINADivingWorldCup2021_Men10m_semifinal_r5::7,test,official_test,FINADivingWorldCup2021_Men10m_semifinal,626b,3.5,85.75,False,7.8042808,7.113947,-0.21846938,-0.19471979,-0.23011128107706705,0.07171559,0.07954502,-0.23011128107706705,-0.54358006,-0.546895,-0.23011128107706705,entry,entry,True,0.5468950271606445,0.0795450210571289,0.0,2.086162567138672e-07,0.41016814,0.5,0.9915491,7.8042808,7.5638604,7.8699656,7.660842,7.2658143,7.034402,7.3086667,7.113947,0.4673500061035156,0.5468950271606445,0.1371324062347412,0.19471979141235352,0.02826404571533203
FINADivingWorldCup2021_Men10m_semifinal_r5::8,test,official_test,FINADivingWorldCup2021_Men10m_semifinal,307c,3.4,57.8,False,6.9330845,6.557224,-0.13409948,-0.12136507,-0.08352459801567926,-0.051657915,-0.038903236,-0.1670491960313585,-0.19010329,-0.19320393,-0.12528689702351886,entry,entry,True,0.19320392608642578,0.19320392608642578,0.0,1.9371509552001953e-07,0.31254086,0.0,0.39975443,6.9330845,6.787876,6.8702974,6.7504277,6.7477074,6.596127,6.678589,6.557224,0.0,0.19320392608642578,0.08013415336608887,0.12136507034301758,0.022388458251953125
FINADivingWorldCup2021_Men10m_semifinal_r5::9,test,official_test,FINADivingWorldCup2021_Men10m_semifinal,407c,3.2,68.8,False,7.1426897,6.6875343,0.021120707,0.024402618,-0.15171845753987628,-0.060588438,-0.05942297,-0.15171845753987628,-0.41568765,-0.41537237,-0.15171845753987628,entry,entry,True,0.415372371673584,0.024402618408203125,0.0,8.940696716308594e-08,0.98579204,1.0,-0.6794411,7.1426897,7.162548,7.0829554,7.1029067,6.7287064,6.7469573,6.6631317,6.6875343,0.39096975326538086,0.415372371673584,0.04191279411315918,0.059422969818115234,0.0047626495361328125
FINADivingWorldCup2021_Men10m_semifinal_r5::11,test,official_test,FINADivingWorldCup2021_Men10m_semifinal,109c,3.7,86.95,False,7.506545,7.5937476,-0.07182288,-0.07712364,0.019378344217936196,0.039841175,0.0053749084,0.03875668843587239,0.119184256,0.09479666,0.029067516326904297,entry,entry,True,0.09479665756225586,0.09479665756225586,0.0,1.4156103134155273e-07,0.79436296,0.5,-0.39212298,7.506545,7.440804,7.5816336,7.498951,7.650898,7.5883727,7.6708713,7.5937476,0.0,0.09479665756225586,0.04124927520751953,0.07712364196777344,0.06415462493896484
FINADivingWorldCup2021_Men10m_semifinal_r5::13,test,official_test,FINADivingWorldCup2021_Men10m_semifinal,207c,3.3,67.65,False,6.3342686,6.3057604,-0.061969917,-0.06483555,-0.0063351525200737845,-0.06140868,-0.07955217,-0.012670305040147569,0.09487041,0.0798049,-0.009502728780110676,entry,entry,True,0.07980489730834961,0.07955217361450195,0.0,4.470348358154297e-08,0.88722384,0.5,-0.5731755,6.3342686,6.273166,6.2890053,6.2259555,6.4422064,6.3853126,6.370596,6.3057604,0.00025272369384765625,0.07980489730834961,0.07219386100769043,0.07955217361450195,0.03607463836669922
