clip_uid,feature_key,source,instance,event_family,official_split,action_type,action_group,difficulty,dive_score,execution_quality,judge_count,judge_scores_json,start_frame,end_frame,frame_count,transition_frames_json,frame_labels_json,subactions_json,splash_path,splash_exists,analysis_role,source_role,judge_label_valid,judge_invalid_reason,judge_consensus_median,judge_sample_sd,judge_pairwise_abs,judge_official_aggregate,judge_aggregate_abs_error,disagreement_primary_eligible,disagreement_supplemental_eligible
14::42,0c7948f45ba52c04a9a4,14,42,14,train,107b,1,3.0,61.5,6.833333333333333,7,"[7.0,6.5,7.5,6.5,7.0,7.5,6.5]",73321,73440,120,"[42,80]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""1"":""Forward"",""17"":""3.5 Soms.Pike"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\14\42.pkl,True,calibration,source_fit,True,valid,7.0,0.4498677054212186,0.5238095238095238,6.833333333333333,0.0,True,False
14::43,e797e3d3602399f10ad3,14,43,14,train,6241b,6,2.7,54.0,6.666666666666665,7,"[6.5,6.5,7.0,7.0,7.0,6.0,6.5]",74943,75046,104,"[35,43,66]","[6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,29,29,29,29,29,29,29,29,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""14"":""2 Soms.Pike"",""29"":""0.5 Twist"",""36"":""Entry"",""6"":""Arm.Back""}",D:\code\papers\data\datasets\splash_data\14\43.pkl,True,calibration,source_fit,True,valid,6.5,0.37796447300922725,0.42857142857142855,6.666666666666667,1.7763568394002505e-15,True,False
14::44,d5df91f5dcda4aa371b0,14,44,14,train,107b,1,3.0,63.0,7.0,7,"[7.0,7.0,7.0,7.0,7.0,6.5,7.0]",76437,76574,138,"[59,99]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""1"":""Forward"",""17"":""3.5 Soms.Pike"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\14\44.pkl,True,calibration,source_fit,True,valid,7.0,0.1889822365046136,0.14285714285714285,7.0,0.0,True,False
14::46,cc63462dfdbd092f8ccc,14,46,14,train,405b,4,2.8,58.8,7.000000000000001,7,"[7.0,7.0,7.5,7.0,7.0,7.5,7.0]",79621,79716,96,"[18,51]","[4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""15"":""2.5 Soms.Pike"",""36"":""Entry"",""4"":""Inward""}",D:\code\papers\data\datasets\splash_data\14\46.pkl,True,calibration,source_fit,True,valid,7.0,0.2439750182371333,0.23809523809523808,7.0,8.881784197001252e-16,True,False
14::47,46503338930c3be13e6c,14,47,14,train,107b,1,3.0,52.5,5.833333333333333,7,"[6.0,6.0,6.0,5.5,5.5,6.0,5.5]",81167,81324,158,"[71,111]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""1"":""Forward"",""17"":""3.5 Soms.Pike"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\14\47.pkl,True,calibration,source_fit,True,valid,6.0,0.2672612419124244,0.2857142857142857,5.833333333333333,0.0,True,False
14::48,fb7374d1b0350b1b910c,14,48,14,train,207c,2,3.3,80.8,8.161616161616163,7,"[8.0,8.5,8.5,8.5,8.0,8.0,7.5]",82743,82868,126,"[48,87]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""2"":""Back"",""25"":""3.5 Soms.Tuck"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\14\48.pkl,True,calibration,source_fit,True,valid,8.0,0.37796447300922725,0.42857142857142855,8.166666666666666,0.005050505050503418,True,False
14::50,ed63b0dba70889737f7b,14,50,14,train,407c,4,3.2,70.4,7.333333333333333,7,"[7.0,7.0,7.5,7.5,7.5,7.5,7.0]",85967,86072,106,"[23,60]","[4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""25"":""3.5 Soms.Tuck"",""36"":""Entry"",""4"":""Inward""}",D:\code\papers\data\datasets\splash_data\14\50.pkl,True,calibration,source_fit,True,valid,7.5,0.2672612419124244,0.2857142857142857,7.333333333333333,0.0,True,False
14::53,6189dc6e75fc37220747,14,53,14,train,407c,4,3.2,81.6,8.499999999999998,7,"[8.0,8.5,8.5,8.5,8.5,9.0,9.0]",90511,90604,94,"[20,58]","[4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""25"":""3.5 Soms.Tuck"",""36"":""Entry"",""4"":""Inward""}",D:\code\papers\data\datasets\splash_data\14\53.pkl,True,calibration,source_fit,True,valid,8.5,0.34503277967117707,0.38095238095238093,8.5,1.7763568394002505e-15,True,False
14::54,aca2310b3734b452de1e,14,54,14,train,6243d,6,3.2,86.4,9.0,7,"[9.0,9.0,9.0,9.0,9.0,9.0,9.0]",92114,92206,93,"[27,47,58]","[6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,13,13,13,13,13,13,13,13,13,13,13,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""13"":""1.5 Soms.Pike"",""32"":""2 Twists"",""36"":""Entry"",""6"":""Arm.Back""}",D:\code\papers\data\datasets\splash_data\14\54.pkl,True,calibration,source_fit,True,valid,9.0,0.0,0.0,9.0,0.0,True,False
14::55,1e6308227aad9406d13f,14,55,14,train,205b,2,2.9,73.95,8.500000000000002,7,"[8.5,8.5,8.5,8.5,9.0,9.0,7.5]",94829,94922,94,"[21,58]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""15"":""2.5 Soms.Pike"",""2"":""Back"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\14\55.pkl,True,calibration,source_fit,True,valid,8.5,0.5,0.5238095238095238,8.5,1.7763568394002505e-15,True,False
14::57,793cc41b72f3f3163320,14,57,14,train,107b,1,3.0,58.5,6.5,7,"[6.5,6.5,6.5,6.0,6.5,6.5,6.0]",97769,97890,122,"[43,83]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""1"":""Forward"",""17"":""3.5 Soms.Pike"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\14\57.pkl,True,calibration,source_fit,True,valid,6.5,0.24397501823713327,0.23809523809523808,6.5,0.0,True,False
14::58,32e88ff1b7b17fae22da,14,58,14,train,5152b,5,2.9,60.9,7.0,7,"[7.0,7.5,7.5,7.0,7.0,7.0,7.0]",99489,99590,102,"[25,31,42,62]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,15,15,30,30,30,30,30,30,30,30,30,30,30,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""1"":""Forward"",""15"":""2.5 Soms.Pike"",""30"":""1 Twist"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\14\58.pkl,True,calibration,source_fit,True,valid,7.0,0.24397501823713333,0.23809523809523808,7.0,0.0,True,False
14::59,f3a1e0e41609586d17cc,14,59,14,train,6243d,6,3.2,67.2,6.999999999999999,7,"[7.0,7.0,7.0,6.5,7.0,7.0,6.5]",101314,101412,99,"[32,49,62]","[6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,13,13,13,13,13,13,13,13,13,13,13,13,13,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""13"":""1.5 Soms.Pike"",""32"":""2 Twists"",""36"":""Entry"",""6"":""Arm.Back""}",D:\code\papers\data\datasets\splash_data\14\59.pkl,True,calibration,source_fit,True,valid,7.0,0.24397501823713327,0.23809523809523808,7.0,8.881784197001252e-16,True,False
14::61,08d0e20f866052bab62c,14,61,14,train,207c,2,3.3,37.95,3.8333333333333344,7,"[4.0,4.0,3.0,3.5,3.5,4.5,4.0]",104537,104648,112,"[27,66]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""2"":""Back"",""25"":""3.5 Soms.Tuck"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\14\61.pkl,True,calibration,source_fit,True,valid,4.0,0.4879500364742666,0.5714285714285714,3.8333333333333335,8.881784197001252e-16,True,False
14::62,3824838f878faa5009d8,14,62,14,train,405b,4,2.8,60.2,7.166666666666668,7,"[7.0,7.5,7.5,7.0,7.5,6.5,7.0]",106071,106154,84,"[7,43]","[4,4,4,4,4,4,4,4,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""15"":""2.5 Soms.Pike"",""36"":""Entry"",""4"":""Inward""}",D:\code\papers\data\datasets\splash_data\14\62.pkl,True,calibration,source_fit,True,valid,7.0,0.37796447300922725,0.42857142857142855,7.166666666666667,8.881784197001252e-16,True,False
14::63,8604c862148bd6cc818e,14,63,14,train,6243d,6,3.2,70.4,7.333333333333333,7,"[7.5,7.5,7.5,6.5,7.0,7.5,7.0]",107814,107908,95,"[32,54,61]","[6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,13,13,13,13,13,13,13,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""13"":""1.5 Soms.Pike"",""32"":""2 Twists"",""36"":""Entry"",""6"":""Arm.Back""}",D:\code\papers\data\datasets\splash_data\14\63.pkl,True,calibration,source_fit,True,valid,7.5,0.39339789623472154,0.42857142857142855,7.333333333333333,0.0,True,False
14::64,5ebde0718eed2442325e,14,64,14,train,205b,2,2.9,68.15,7.833333333333335,7,"[7.5,8.5,8.5,7.5,8.0,8.0,7.5]",109248,109342,95,"[17,55]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""15"":""2.5 Soms.Pike"",""2"":""Back"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\14\64.pkl,True,calibration,source_fit,True,valid,8.0,0.4498677054212186,0.5238095238095238,7.833333333333333,1.7763568394002505e-15,True,False
14::65,64001f3b3b59e90b86da,14,65,14,train,407c,4,3.2,65.6,6.833333333333332,7,"[7.0,7.5,6.5,6.5,7.0,7.5,6.5]",110792,110878,87,"[12,45]","[4,4,4,4,4,4,4,4,4,4,4,4,4,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""25"":""3.5 Soms.Tuck"",""36"":""Entry"",""4"":""Inward""}",D:\code\papers\data\datasets\splash_data\14\65.pkl,True,calibration,source_fit,True,valid,7.0,0.4498677054212186,0.5238095238095238,6.833333333333333,8.881784197001252e-16,True,False
14::66,2d2aacb61f88f07b53f5,14,66,14,train,305c,3,2.8,43.4,5.166666666666667,7,"[5.0,5.5,6.0,4.5,5.0,5.0,5.5]",113235,113342,108,"[27,63]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""23"":""2.5 Soms.Tuck"",""3"":""Reverse"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\14\66.pkl,True,calibration,source_fit,True,valid,5.0,0.4879500364742666,0.5714285714285714,5.166666666666667,0.0,True,False
14::68,11ad0847b2e5742f78c7,14,68,14,train,205b,2,2.9,43.5,5.0,7,"[4.0,5.5,5.0,4.5,5.5,5.0,5.0]",116664,116770,107,"[29,66]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""15"":""2.5 Soms.Pike"",""2"":""Back"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\14\68.pkl,True,calibration,source_fit,True,valid,5.0,0.5345224838248488,0.6190476190476191,5.0,0.0,True,False
14::72,40945af1ece736ca995d,14,72,14,train,205b,2,2.9,42.05,4.833333333333333,7,"[5.5,4.5,5.0,5.0,5.0,4.5,4.5]",123373,123472,100,"[19,55]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""15"":""2.5 Soms.Pike"",""2"":""Back"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\14\72.pkl,True,calibration,source_fit,True,valid,5.0,0.37796447300922725,0.42857142857142855,4.833333333333333,0.0,True,False
14::73,cb3a1c6363d69d89f215,14,73,14,train,107b,1,3.0,67.5,7.5,7,"[7.5,8.0,8.0,7.5,7.5,7.0,7.5]",124701,124824,124,"[51,90]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""1"":""Forward"",""17"":""3.5 Soms.Pike"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\14\73.pkl,True,calibration,source_fit,True,valid,7.5,0.34503277967117707,0.38095238095238093,7.5,0.0,True,False
14::74,48702388c674a0309a88,14,74,14,train,626c,6,3.3,84.15,8.500000000000002,7,"[8.5,8.5,9.0,9.0,8.5,8.5,8.5]",126450,126550,101,"[30,62]","[6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""25"":""3.5 Soms.Tuck"",""36"":""Entry"",""6"":""Arm.Back""}",D:\code\papers\data\datasets\splash_data\14\74.pkl,True,calibration,source_fit,True,valid,8.5,0.2439750182371333,0.23809523809523808,8.5,1.7763568394002505e-15,True,False
14::75,fdf14a84b2801db611be,14,75,14,train,5253b,5,3.2,72.0,7.499999999999999,7,"[8.0,7.5,7.0,7.5,7.5,8.0,7.5]",127932,128040,109,"[33,52,70]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""15"":""2.5 Soms.Pike"",""2"":""Back"",""31"":""1.5 Twists"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\14\75.pkl,True,calibration,source_fit,True,valid,7.5,0.34503277967117707,0.38095238095238093,7.5,8.881784197001252e-16,True,False
14::76,8ba75dfccde80fb27520,14,76,14,train,5235d,5,2.8,58.8,7.000000000000001,7,"[7.0,6.5,7.5,7.0,7.0,7.0,7.0]",130173,130278,106,"[33,59,72]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,13,13,13,13,13,13,13,13,13,13,13,13,13,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""13"":""1.5 Soms.Pike"",""2"":""Back"",""33"":""2.5 Twists"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\14\76.pkl,True,calibration,source_fit,True,valid,7.0,0.28867513459481287,0.2857142857142857,7.0,8.881784197001252e-16,True,False
14::77,e5f0be9660c6ff8b1a2f,14,77,14,train,5253b,5,3.2,54.4,5.666666666666666,7,"[6.0,6.0,5.5,5.5,6.0,5.5,5.0]",132031,132130,100,"[23,39,63]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""15"":""2.5 Soms.Pike"",""2"":""Back"",""31"":""1.5 Twists"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\14\77.pkl,True,calibration,source_fit,True,valid,5.5,0.37796447300922725,0.42857142857142855,5.666666666666667,8.881784197001252e-16,True,False
14::78,f5b10994e8557506f593,14,78,14,train,5251b,5,2.6,46.8,5.999999999999999,7,"[6.0,6.0,6.5,6.0,6.0,6.0,6.0]",133561,133672,112,"[23,35,65]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,29,29,29,29,29,29,29,29,29,29,29,29,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""15"":""2.5 Soms.Pike"",""2"":""Back"",""29"":""0.5 Twist"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\14\78.pkl,True,calibration,source_fit,True,valid,6.0,0.1889822365046136,0.14285714285714285,6.0,8.881784197001252e-16,True,False
14::80,df285cdd7b00d1d109e1,14,80,14,train,305c,3,2.8,64.4,7.666666666666669,7,"[8.0,8.0,7.5,8.0,7.5,7.0,7.5]",137093,137196,104,"[27,63]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""23"":""2.5 Soms.Tuck"",""3"":""Reverse"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\14\80.pkl,True,calibration,source_fit,True,valid,7.5,0.37796447300922725,0.42857142857142855,7.666666666666667,1.7763568394002505e-15,True,False
14::81,e2aee30f66f6fcd48e8c,14,81,14,train,407c,4,3.2,56.0,5.833333333333332,7,"[6.0,6.0,5.5,5.5,6.5,4.5,6.5]",138667,138764,98,"[19,55]","[4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""25"":""3.5 Soms.Tuck"",""36"":""Entry"",""4"":""Inward""}",D:\code\papers\data\datasets\splash_data\14\81.pkl,True,calibration,source_fit,True,valid,6.0,0.6986381310057719,0.8095238095238095,5.833333333333333,8.881784197001252e-16,True,False
14::84,5e319b58246545527d83,14,84,14,train,5253b,5,3.2,52.8,5.499999999999999,7,"[5.5,5.5,5.5,5.5,5.5,5.0,5.5]",143560,143660,101,"[21,37,58]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""15"":""2.5 Soms.Pike"",""2"":""Back"",""31"":""1.5 Twists"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\14\84.pkl,True,calibration,source_fit,True,valid,5.5,0.1889822365046136,0.14285714285714285,5.5,8.881784197001252e-16,True,False
14::87,e94306cc0791ca8383b9,14,87,14,train,305c,3,2.8,67.2,8.000000000000002,7,"[8.0,7.5,9.0,7.5,8.0,9.0,8.0]",148231,148330,100,"[23,63]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""23"":""2.5 Soms.Tuck"",""3"":""Reverse"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\14\87.pkl,True,calibration,source_fit,True,valid,8.0,0.6267831705280087,0.7142857142857143,8.0,1.7763568394002505e-15,True,False
